date,max_temp,min_temp,precip,snow,usgs_well,comments,,,
8/9/1990,20,16,0.17,0,41.8,,,,
8/10/1990,26,18,0.01,0,41.83,,,,
8/11/1990,28,18,0,0,41.86,,,,
8/12/1990,31,16,0,0,41.89,,,,
8/13/1990,33.5,18,0.01,0,41.92,,,,
8/14/1990,30,18,0,0,41.96,,,,
8/15/1990,30,16,0,0,41.99,,,,
8/16/1990,30,16,0,0,42.04,,,,
8/17/1990,31.5,14,0,0,42.07,,,,
8/18/1990,32,16.5,0,0,42.11,,,,
8/19/1990,32,21,0.79,0,42.14,Thunderstorm,,,
8/20/1990,19,18,0.01,0,42.16,,,,
8/21/1990,20,15,0.54,0,42.19,,,,
8/22/1990,21,16,0.23,0,42.2,,,,
8/23/1990,21.5,18,0.95,0,42.18,,,,
8/24/1990,26,21,0.01,0,42.11,,,,
8/25/1990,30.5,19,0.08,0,41.82,,,,
8/26/1990,31.5,17,0,0,41.9,,,,
8/27/1990,33,17,0,0,41.95,,,,
8/28/1990,35,20,0,0,41.99,,,,
8/29/1990,30.5,18.5,0,0,42.02,,,,
8/30/1990,30,15,0,0,42.07,,,,
8/31/1990,30,11.5,0,0,42.12,,,,
9/1/1990,30,13,0,0,42.15,,,,
9/2/1990,32,18,0,0,42.19,,,,
9/3/1990,29,25,0,0,42.22,,,,
9/4/1990,27,11,0,0,42.25,,,,
9/5/1990,31,13,0,0,42.28,,,,
9/6/1990,33,20,0,0,42.33,,,,
9/7/1990,33,25,0,0,42.36,,,,
9/8/1990,30,16,0,0,42.41,,,,
9/9/1990,25,16.5,0,0,42.44,,,,
9/10/1990,30,16,0,0,42.47,,,,
9/11/1990,30.5,13.5,0,0,42.51,,,,
9/12/1990,30,18,0,0,42.55,,,,
9/13/1990,17,20,1.65,0,42.55,,,,
9/14/1990,27.5,16,0,0,42.49,,,,
9/15/1990,25,17,0.38,0,42.5,Thunderstorm,,,
9/16/1990,24,10,0.15,0,42.55,Thunderstorm,,,
9/17/1990,18.5,6.5,0,0,42.59,,,,
9/18/1990,22,3,0,0,42.63,FROST,,,
9/19/1990,22,14,0.2,0,42.66,,,,
9/20/1990,24,14,0,0,42.68,,,,
9/21/1990,23,8,0,0,42.72,,,,
9/22/1990,26.5,17,0.16,0,42.74,,,,
9/23/1990,18,8,0,0,42.79,,,,
9/24/1990,20,4.5,0,0,42.83,,,,
9/25/1990,24,4,0,0,42.87,,,,
9/26/1990,23.5,8.5,0.08,0,42.91,Thunderstorm,,,
9/27/1990,25,8,0,0,42.94,,,,
9/28/1990,26.5,9,0,0,42.97,,,,
9/29/1990,12,12,0,0,43,,,,
9/30/1990,12,18.75,0.06,0,43.02,Thunderstorm,,,
10/1/1990,23,5,0,0,43.05,,,,
10/2/1990,22,7.5,0,0,43.09,,,,
10/3/1990,24.5,3,0,0,43.13,,,,
10/4/1990,24,14.5,0.31,0,43.15,SQUALL,,,
10/5/1990,27,5.5,0,0,43.17,,,,
10/6/1990,30.5,8,0,0,43.21,,,,
10/7/1990,28,8,0,0,43.24,,,,
10/8/1990,27,14.5,0.02,0,43.27,,,,
10/9/1990,30,16.5,0,0,43.29,,,,
10/10/1990,27.5,13,0,0,43.31,,,,
10/11/1990,23,20,1,0,43.31,,,,
10/12/1990,25,14,2.57,0,43.2,,,,
10/13/1990,26,16.5,0,0,43.16,,,,
10/14/1990,25,15,0,0,41.37,,,,
10/15/1990,23,10,0,0,41.45,,,,
10/16/1990,22,4,0,0,41.45,,,,
10/17/1990,25,6,0,0,41.41,,,,
10/18/1990,20.5,15,0.7,0,41.34,High winds,,,
10/19/1990,13,7,0,0,41.24,High winds,,,
10/20/1990,17,-1.5,0,0,41.14,,,,
10/21/1990,21,1,0,0,41.14,,,,
10/22/1990,19.5,6.5,1.3,0,41.12,,,,
10/23/1990,20.5,15,0.01,0,41.09,,,,
10/24/1990,19,8.5,0,0,39.98,,,,
10/25/1990,18,2,0,0,39.89,,,,
10/26/1990,11,5,0,0,39.87,,,,
10/27/1990,15,-3.5,0,0,39.88,,,,
10/28/1990,15,4,0,0,39.87,,,,
10/29/1990,13,1,0,0,39.9,,,,
10/30/1990,21,-3.5,0,0,39.91,,,,
10/31/1990,25.5,3,0,0,39.94,,,,
11/1/1990,25.5,2,0,0,39.98,,,,
11/2/1990,26.5,2,0,0,40.01,,,,
11/3/1990,27,4,0,0,40.04,,,,
11/4/1990,22,3.5,0,0,40.06,,,,
11/5/1990,14,3,0.22,0,40.07,,,,
11/6/1990,14.5,6,0,0,40.13,,,,
11/7/1990,13,-3,0,0,40.17,,,,
11/8/1990,9.5,1.5,0,0,40.23,,,,
11/9/1990,11.5,-3.5,0,0,40.25,,,,
11/10/1990,10,4.5,0.68,0,40.24,,,,
11/11/1990,14,3,0,0,40.26,,,,
11/12/1990,11,1.5,0,0,40.32,,,,
11/13/1990,9,0,0,0,40.39,,,,
11/14/1990,14,-4,0,0,40.43,,,,
11/15/1990,24,-3,0,0,40.46,,,,
11/16/1990,24,2,0,0,40.48,,,,
11/17/1990,12.5,7.5,0.11,0,40.53,,,,
11/18/1990,10.5,-5.5,0,0,40.57,,,,
11/19/1990,15,-7.5,0,0,40.61,,,,
11/20/1990,15,0.5,0,0,40.66,,,,
11/21/1990,15,-5,0,0,40.68,,,,
11/22/1990,17,-3.5,0,0,40.69,,,,
11/23/1990,20,6.5,0.14,0,40.71,,,,
11/24/1990,15,4.5,0,0,40.75,,,,
11/25/1990,23,2,0,0,40.79,,,,
11/26/1990,24,2,0,0,40.83,,,,
11/27/1990,21,2.5,0,0,40.84,,,,
11/28/1990,23,5.5,0,0,40.87,,,,
11/29/1990,18,5,0,0,40.91,,,,
11/30/1990,11,-3,0,0,40.93,,,,
12/1/1990,19.5,-7.5,0,0,40.95,,,,
12/2/1990,14,-0.5,0,0,40.99,,,,
12/3/1990,10,3,0.77,0,41,,,,
12/4/1990,7,2,0,0,40.98,,,,
12/5/1990,9.5,-2.5,0,0,40.99,,,,
12/6/1990,15,-6,0,0,41.02,,,,
12/7/1990,9,-3,0,0,41.05,,,,
12/8/1990,10.5,-3,0,0,41.08,,,,
12/9/1990,14,-4,0,0,41.11,,,,
12/10/1990,16.5,-2.5,0,0,41.14,,,,
12/11/1990,11,-5.5,0,0,41.15,,,,
12/12/1990,15,-6,0,0,41.17,,,,
12/13/1990,19,-6.5,0,0,41.21,,,,
12/14/1990,5,-5,0,0,41.25,,,,
12/15/1990,10,-5,0.48,0,41.26,,,,
12/16/1990,10,2,0,0,41.28,,,,
12/17/1990,14.5,-3.5,0.23,0,41.3,,,,
12/18/1990,18.5,3.5,0.11,0,41.3,,,,
12/19/1990,10.5,5.5,0,0,41.33,,,,
12/20/1990,7,-5.5,0,0,41.36,,,,
12/21/1990,16,-1,0.22,0,41.37,,,,
12/22/1990,20,4.5,0,0,41.34,,,,
12/23/1990,20,14,0.53,0,41.32,,,,
12/24/1990,2.5,0,0,0,41.28,,,,
12/25/1990,4,-11,0,0,41.15,,,,
12/26/1990,4.5,-10,0,0,41.1,,,,
12/27/1990,-2,-8,0,0,41.07,,,,
12/28/1990,2,-6,0.31,9,41.02,,,,
12/29/1990,12,-6,0,0,40.96,,,,
12/30/1990,17,1,0.3,0,40.91,,,,
12/31/1990,5,3.5,0,0,40.37,,,,
1/1/1991,3,-9.5,0,0,39.03,,,,
1/2/1991,9,-10,0,0,38.76,,,,
1/3/1991,6,-4.5,0,0,38.61,,,,
1/4/1991,4.5,-6,0,0,38.54,,,,
1/5/1991,7,-9,0,0,38.49,,,,
1/6/1991,9,0.5,0.04,0,38.45,,,,
1/7/1991,1.5,0,1.14,4.5,38.45,Rain changed to snow (6 inch  snow at 5:00 p.m.),,,
1/8/1991,-1.5,-14.5,0.14,1.5,38.42,1/4 inch  sleet,,,
1/9/1991,5,-8.5,0,0,38.37,,,,
1/10/1991,6,-2.5,0,0,38.33,,,,
1/11/1991,1,-2,1.1,3.5,38.28,Snow changed to sleet and freezing rain,,,
1/12/1991,5,-2,0.1,0,38.06,,,,
1/13/1991,2,-1.5,0,0,37.46,,,,
1/14/1991,8,-10.5,0,0,37.17,,,,
1/15/1991,11.5,-3,0,0,36.94,,,,
1/16/1991,8,2.5,0.2,0,36.78,,,,
1/17/1991,7,2,0,0,36.08,,,,
1/18/1991,7,-2,0,0,35.57,,,,
1/19/1991,13.5,-3.5,0,0,35.25,,,,
1/20/1991,12.5,0.5,0,0,35.07,,,,
1/21/1991,4,0.5,0,0,35.02,,,,
1/22/1991,-1,-11,0,0,35.06,,,,
1/23/1991,5,-12.5,0,0,35.08,,,,
1/24/1991,5.5,-2.5,0,0,35.18,,,,
1/25/1991,0,-12,0,0,35.26,,,,
1/26/1991,6,-13.5,0,0,35.3,,,,
1/27/1991,10,-9,0,0,35.36,,,,
1/28/1991,12,1.5,0,0,35.5,,,,
1/29/1991,13.5,-3,0,0,35.6,,,,
1/30/1991,14,2.5,0.07,0,35.68,,,,
1/31/1991,4,0.5,0,0,35.87,,,,
2/1/1991,11.5,-9,0,0,35.98,,,,
2/2/1991,13.5,-9,0,0,36.05,,,,
2/3/1991,20,-4,0,0,36.14,,,,
2/4/1991,22,-4,0,0,36.22,,,,
2/5/1991,23,2,0,0,36.3,,,,
2/6/1991,15,2,0.4,0,36.36,,,,
2/7/1991,10.5,8.5,0.02,0,36.44,,,,
2/8/1991,11,4.5,0,0,36.51,,,,
2/9/1991,13,-5,0,0,36.57,,,,
2/10/1991,9.5,-2.5,0,0,36.63,,,,
2/11/1991,4,-2.5,0,0,36.73,,,,
2/12/1991,4.5,-9,0,0,36.78,,,,
2/13/1991,9,-6,0.15,0,36.78,,,,
2/14/1991,10.5,3,0,0,36.82,Snow flurries,,,
2/15/1991,0,-3.5,0,0,36.94,,,,
2/16/1991,2.5,-11.5,0,0,37.02,,,,
2/17/1991,8.5,-10,0.03,0,37.09,,,,
2/18/1991,10,0.5,0.04,0,37.14,,,,
2/19/1991,18,2,0.09,0,37.17,,,,
2/20/1991,17,8.5,0.01,0,37.23,,,,
2/21/1991,19.5,-4,0,0,37.26,,,,
2/22/1991,20,1,0,0,37.31,,,,
2/23/1991,4.5,-2,0,0,37.38,,,,
2/24/1991,11,-5,0,0,37.4,,,,
2/25/1991,8.5,1,0.09,0.25,37.43,,,,
2/26/1991,4.5,-0.5,0,0,37.47,Snow flurries,,,
2/27/1991,6,-6.5,0,0,37.52,,,,
2/28/1991,15,-6.5,0,0,37.57,,,,
3/1/1991,21,-2.5,0,0,37.59,,,,
3/2/1991,25,11,0.08,0,37.59,,,,
3/3/1991,17,7,1.09,0,37.62,,,,
3/4/1991,10.5,5,0,0,37.58,,,,
3/5/1991,16.5,1.5,0,0,37.31,,,,
3/6/1991,13.5,-2.5,0,0,37.24,,,,
3/7/1991,11,5,0.21,0,37.1,,,,
3/8/1991,9,-2.5,0,0,37.06,,,,
3/9/1991,10.5,-7,0,0,37.03,,,,
3/10/1991,8.5,-5.5,0,0,37.03,,,,
3/11/1991,7.5,-2,0,0,37.02,,,,
3/12/1991,10,-7.5,0,0,37.03,,,,
3/13/1991,2,-2,0.15,0,37.02,,,,
3/14/1991,5,-1,0.02,0,37.06,,,,
3/15/1991,8.5,-5,0,0,37.14,,,,
3/16/1991,14,-5.5,0,0,37.19,,,,
3/17/1991,18.5,-5.5,0.2,0,37.2,,,,
3/18/1991,12.5,3,0,0,37.19,,,,
3/19/1991,13,5.5,0,0,37.24,,,,
3/20/1991,18,4,0,0,37.29,,,,
3/21/1991,22,7,0.12,0,37.31,,,,
3/22/1991,17,6.5,0.19,0,37.35,,,,
3/23/1991,18.5,6.5,1.77,0,37.35,Thunderstorm,,,
3/24/1991,18,3,0.24,0,35.16,,,,
3/25/1991,18,5,0,0,34.66,,,,
3/26/1991,16,-2,0.11,0,34.44,Thunderstorm,,,
3/27/1991,22,7,0,0,34.27,,,,
3/28/1991,24,12,0,0,34.22,,,,
3/29/1991,15,7,0.02,0,34.23,,,,
3/30/1991,12,0,0.35,0.5,34.38,,,,
3/31/1991,13,-6,0,0,34.41,,,,
4/1/1991,13.5,-1.5,0,0,34.48,,,,
4/2/1991,10,-1.5,0,0,34.59,,,,
4/3/1991,17,-6,0,0,34.67,,,,
4/4/1991,22.5,-1,0,0,34.72,,,,
4/5/1991,22.5,12,0.12,0,34.79,,,,
4/6/1991,26.5,5,0,0,34.86,,,,
4/7/1991,31,6,0,0,34.93,,,,
4/8/1991,32,10,0,0,34.99,,,,
4/9/1991,,14,0.14,0,35.06,Thunderstorm,,,
4/10/1991,22,,0,0,35.19,Readings not taken,,,
4/11/1991,17.5,4,0,0,35.28,,,,
4/12/1991,16,0,0,0,35.36,,,,
4/13/1991,8,5,0.8,0,35.39,,,,
4/14/1991,10,5,0.07,0,35.44,,,,
4/15/1991,20,6,0.22,0,35.44,,,,
4/16/1991,26.5,4,0,0,35.51,,,,
4/17/1991,30.5,5,0,0,35.58,,,,
4/18/1991,19,3,0,0,35.65,,,,
4/19/1991,10.5,7.5,0,0,35.7,,,,
4/20/1991,11,6.5,0.19,0,35.73,,,,
4/21/1991,12,7,0.1,0,35.75,,,,
4/22/1991,17,6.5,0,0,35.83,,,,
4/23/1991,22,1,0,0,35.9,,,,
4/24/1991,,6.5,0.05,0,35.99,,,,
4/25/1991,22.5,0,0,0,36.06,Readings not taken,,,
4/26/1991,26,8.5,0,0,36.09,,,,
4/27/1991,28,9,0,0,36.13,,,,
4/28/1991,28,13,0,0,36.2,,,,
4/29/1991,24.5,12,0.03,0,36.25,,,,
4/30/1991,29,13,0.01,0,36.29,,,,
5/1/1991,29,6,0,0,36.33,,,,
5/2/1991,21,12,0,0,36.39,,,,
5/3/1991,21,5,0.02,0,36.45,,,,
5/4/1991,22,6,0,0,36.51,,,,
5/5/1991,24,6,0,0,36.54,,,,
5/6/1991,28,13,0.13,0,36.59,Thunderstorm,,,
5/7/1991,22,8.5,0,0,36.66,,,,
5/8/1991,27.5,4,0,0,36.7,,,,
5/9/1991,20,13.5,0.23,0,36.74,,,,
5/10/1991,27,10,0,0,36.78,,,,
5/11/1991,27,12,0,0,36.81,,,,
5/12/1991,32,11,0,0,36.82,,,,
5/13/1991,32,15.5,0.02,0,36.85,Thunderstorm,,,
5/14/1991,31.5,23.25,0.1,0,36.89,Thunderstorm,,,
5/15/1991,31,13,0,0,36.94,,,,
5/16/1991,30.5,12,0,0,36.97,,,,
5/17/1991,31.5,15,0,0,37,,,,
5/18/1991,23,17.5,0,0,37.07,Thunderstorm,,,
5/19/1991,16,11,0.02,0,37.11,,,,
5/20/1991,23,11,0,0,37.13,,,,
5/21/1991,28,9.5,0,0,37.14,,,,
5/22/1991,31,14,0,0,37.17,,,,
5/23/1991,32,14,0,0,37.2,,,,
5/24/1991,32.5,15,0.01,0,37.22,,,,
5/25/1991,34.5,16.5,0,0,37.26,,,,
5/26/1991,34,17.5,0,0,37.3,,,,
5/27/1991,34.5,18,0.05,0,37.33,,,,
5/28/1991,32.5,22,0,0,37.37,,,,
5/29/1991,34.5,17.5,0,0,37.4,,,,
5/30/1991,36,19.5,0,0,37.42,,,,
5/31/1991,35,21,0,0,37.45,,,,
6/1/1991,32.5,19,0.97,0,37.48,Thunderstorm,,,
6/2/1991,31,19.5,0.08,0,37.51,Thunderstorm,,,
6/3/1991,28.5,20,0,0,37.53,,,,
6/4/1991,25.5,17.5,0,0,37.57,,,,
6/5/1991,24,7.5,0,0,37.62,,,,
6/6/1991,25,6,0,0,37.66,,,,
6/7/1991,27,7,0,0,37.68,,,,
6/8/1991,30,7,0,0,37.71,,,,
6/9/1991,28,7,0,0,37.75,,,,
6/10/1991,32.5,7,0,0,37.78,,,,
6/11/1991,32.5,14.5,0,0,37.81,,,,
6/12/1991,30.5,19,0,0,37.83,,,,
6/13/1991,30.5,11,0,0,37.87,,,,
6/14/1991,32.5,17,0,0,37.91,,,,
6/15/1991,36,12.5,0,0,37.94,,,,
6/16/1991,36,20,0.3,0,37.99,Thunderstorm,,,
6/17/1991,32.5,20,0.15,0,38.03,Thunderstorm,,,
6/18/1991,23.5,21,0,0,38.08,,,,
6/19/1991,31,17,0,0,38.11,,,,
6/20/1991,32.5,14.5,0,0,38.13,Readings taken at 3:00 p.m.,,,
6/21/1991,35,16,0,0,38.16,,,,
6/22/1991,29,21,0,0,38.19,,,,
6/23/1991,24,16.5,0.51,0,38.24,,,,
6/24/1991,27,11.5,0,0,38.27,,,,
6/25/1991,29,11,0,0,38.31,,,,
6/26/1991,29,11,0,0,38.34,,,,
6/27/1991,31,12,0,0,38.37,,,,
6/28/1991,35,15,0,0,38.4,,,,
6/29/1991,35.5,20.5,0,0,38.44,,,,
6/30/1991,36,21,0,0,38.46,,,,
7/1/1991,31,23,0,0,38.51,,,,
7/2/1991,34,20,0,0,38.54,,,,
7/3/1991,22,17.5,0,0,38.58,,,,
7/4/1991,26,15,0.51,0,38.61,Thunderstorm,,,
7/5/1991,30.5,21,0,0,38.64,,,,
7/6/1991,35,16,0,0,38.68,,,,
7/7/1991,37.5,18,0,0,38.72,,,,
7/8/1991,34.5,21,0,0,38.75,,,,
7/9/1991,32,20,0,0,38.8,,,,
7/10/1991,27.5,18.5,0.09,0,38.83,,,,
7/11/1991,33,18,0.11,0,38.87,,,,
7/12/1991,31,14,0,0,38.9,,,,
7/13/1991,34.5,21,0,0,38.94,,,,
7/14/1991,32,20,0,0,39,,,,
7/15/1991,33,11.5,0,0,39.05,,,,
7/16/1991,34,12,0,0,39.08,,,,
7/17/1991,35,16,0,0,39.13,,,,
7/18/1991,36.5,17.5,0,0,39.15,,,,
7/19/1991,36,22,0,0,39.2,,,,
7/20/1991,37,20,0,0,39.24,,,,
7/21/1991,38.5,22,0,0,39.29,,,,
7/22/1991,36.5,23,0.17,0,39.34,Thunderstorm,,,
7/23/1991,38.5,21.5,0,0,39.38,,,,
7/24/1991,34.5,21,0,0,39.42,,,,
7/25/1991,34,20,0.01,0,39.47,,,,
7/26/1991,33,22,0,0,39.52,,,,
7/27/1991,30,20,0,0,39.57,,,,
7/28/1991,30,14.5,0,0,39.62,,,,
7/29/1991,24,16.5,0.41,0,39.67,,,,
7/30/1991,28,17.5,0,0,39.7,,,,
7/31/1991,32,17,0,0,39.75,,,,
8/1/1991,35,13.5,0,0,39.79,,,,
8/2/1991,37.5,17.5,0,0,39.84,,,,
8/3/1991,38,19,0,0,39.88,,,,
8/4/1991,32,22.5,0.09,0,39.92,,,,
8/5/1991,31.5,15.5,0,0,39.99,,,,
8/6/1991,32,12,0,0,40.04,,,,
8/7/1991,30,20.5,0,0,40.07,,,,
8/8/1991,33,17,0,0,40.11,,,,
8/9/1991,31,20,0.5,0,40.15,Thunderstorm (Readings taken at 3:30 p.m.),,,
8/10/1991,31.5,20.5,0,0,40.2,,,,
8/11/1991,32,14,0,0,40.26,Readings taken at 2:30 p.m.,,,
8/12/1991,32,13,0,0,40.31,,,,
8/13/1991,32,14,0,0,40.36,,,,
8/14/1991,30,17.5,0,0,40.41,,,,
8/15/1991,32,19,0.01,0,40.46,Thunderstorm,,,
8/16/1991,29,16.5,0,0,40.49,,,,
8/17/1991,35,16.5,0,0,40.53,,,,
8/18/1991,34,19,0.54,0,40.58,Thunderstorm,,,
8/19/1991,32.5,20,0.42,0,40.64,,,,
8/20/1991,30,19,0,0,40.69,,,,
8/21/1991,28,14,0,0,40.74,,,,
8/22/1991,31,11.5,0,0,40.78,,,,
8/23/1991,33,14.5,0,0,40.84,,,,
8/24/1991,32,15.5,0,0,40.87,,,,
8/25/1991,28,18,0,0,40.9,,,,
8/26/1991,29.5,17.5,0,0,40.94,,,,
8/27/1991,34,16,0,0,40.98,,,,
8/28/1991,35,20,0,0,41.01,,,,
8/29/1991,36,20,0,0,41.04,,,,
8/30/1991,37.5,20,0,0,41.08,,,,
8/31/1991,35,22.5,0,0,41.11,,,,
9/1/1991,27,14.5,0,0,41.17,,,,
9/2/1991,26.5,9,0,0,41.21,,,,
9/3/1991,29,12,0,0,41.26,,,,
9/4/1991,32.5,14.5,1.48,0,41.29,Thunderstorm,,,
9/5/1991,29.5,17.5,0,0,41.31,,,,
9/6/1991,25,16.5,0.65,0,41.33,Thunderstorm,,,
9/7/1991,30,12.5,0,0,41.37,,,,
9/8/1991,31.5,14,0,0,41.4,,,,
9/9/1991,31,14,0,0,41.43,,,,
9/10/1991,30,18,0.01,0,41.46,Thunderstorm,,,
9/11/1991,30,18,0,0,41.5,,,,
9/12/1991,27.5,13,0,0,41.54,,,,
9/13/1991,29.5,11,0,0,41.58,,,,
9/14/1991,32,19,0,0,41.61,,,,
9/15/1991,30.5,20,0,0,41.65,,,,
9/16/1991,36.5,19,0,0,41.69,,,,
9/17/1991,35.5,19.5,0.02,0,41.74,Thunderstorm,,,
9/18/1991,33,19,0.03,0,41.77,,,,
9/19/1991,17.5,16,0,0,41.81,,,,
9/20/1991,21.5,3.5,0,0,41.85,,,,
9/21/1991,20,3,0,0,41.88,,,,
9/22/1991,24,2,0,0,41.92,,,,
9/23/1991,20.5,13,0.2,0,41.95,,,,
9/24/1991,22.5,10,0,0,41.98,,,,
9/25/1991,20,15.5,0.25,0,42.01,,,,
9/26/1991,23,7,0.25,0,42.04,,,,
9/27/1991,21,5.5,0,0,42.09,,,,
9/28/1991,23,0,0,0,42.13,,,,
9/29/1991,28,4.5,0,0,42.17,,,,
9/30/1991,24,6,0,0,42.21,,,,
10/1/1991,29,7,0,0,42.25,,,,
10/2/1991,30,11.5,0,0,42.28,,,,
10/3/1991,29.5,16,0,0,42.32,,,,
10/4/1991,31.5,13,0,0,42.37,,,,
10/5/1991,29,13,0,0,42.4,,,,
10/6/1991,18,10,0.95,0,42.43,,,,
10/7/1991,16,6,0,0,42.46,,,,
10/8/1991,20.5,0.5,0,0,42.51,light frost,,,
10/9/1991,23,1,0,0,42.55,light frost,,,
10/10/1991,25,4.5,0,0,42.59,,,,
10/11/1991,16.5,12,0.15,0,42.62,,,,
10/12/1991,18,3,0.1,0,42.67,,,,
10/13/1991,16,5,0,0,42.72,,,,
10/14/1991,19,-2,0,0,42.76,,,,
10/15/1991,24,9.5,0,0,42.81,,,,
10/16/1991,17,8,0,0,42.85,,,,
10/17/1991,16.5,5,0.04,0,42.89,,,,
10/18/1991,26.5,3,0.17,0,42.93,,,,
10/19/1991,27.5,5.5,0,0,42.97,,,,
10/20/1991,14.5,-1.5,0,0,43,,,,
10/21/1991,15,-3.5,0,0,43.04,HEAVY FROST,,,
10/22/1991,24.5,0,0,0,43.08,,,,
10/23/1991,25.5,5,0,0,43.13,,,,
10/24/1991,25.5,10.5,0,0,43.17,,,,
10/25/1991,25.5,8.5,0,0,43.21,,,,
10/26/1991,26,8.5,0,0,43.25,,,,
10/27/1991,,9,0,0,43.3,,,,
10/28/1991,27,,0,0,43.33,Readings not taken,,,
10/29/1991,16,-3,0,0,43.36,,,,
10/30/1991,20,-6,0,0,43.4,,,,
10/31/1991,20,-1.5,0,0,43.45,,,,
11/1/1991,20.5,0,0,0,43.48,,,,
11/2/1991,19,7.5,0,0,43.52,,,,
11/3/1991,12.5,-4,0,0,43.58,,,,
11/4/1991,4,0,0,0,43.63,Snow flurries,,,
11/5/1991,7,-8,0,0,43.69,,,,
11/6/1991,12.5,-10,0,0,43.76,,,,
11/7/1991,11,-5.5,0,0,43.81,,,,
11/8/1991,4.5,-1,0,0,43.85,,,,
11/9/1991,5,-6,0,0,43.91,,,,
11/10/1991,7,-0.5,0.27,0,43.94,Thunderstorm,,,
11/11/1991,9,0,0.66,0,43.94,,,,
11/12/1991,10,-2,4,0.01,43.98,,,,
11/13/1991,15,1.5,0,0,44.03,,,,
11/14/1991,20,-3,0,0,44.05,,,,
11/15/1991,20,8,0,0,44.07,,,,
11/16/1991,20.5,8,0,0,44.08,,,,
11/17/1991,11,-3,0,0,44.08,,,,
11/18/1991,13.5,-7,0,0,44.1,,,,
11/19/1991,23,3,0,0,44.11,,,,
11/20/1991,25.5,10.5,0,0,44.12,,,,
11/21/1991,22,7.5,0,0,44.14,,,,
11/22/1991,20,5.5,1.15,0,44.14,,,,
11/23/1991,20,6,0,0,44.11,,,,
11/24/1991,9.5,3.5,0,0,44.14,,,,
11/25/1991,4,-0.5,0,0,44.15,,,,
11/26/1991,4,-7.5,0,0,44.18,,,,
11/27/1991,9,-11,0,0,44.18,,,,
11/28/1991,18.5,-3,0,0,44.18,,,,
11/29/1991,24,4,0,0,44.18,,,,
11/30/1991,22.5,9,0,0,44.18,,,,
12/1/1991,15.5,13,0.62,0,44.18,,,,
12/2/1991,17.5,6,1.32,0,44.18,,,,
12/3/1991,10,4,0.01,0,44.18,Snow flurries,,,
12/4/1991,1,-2,0,0,44.18,,,,
12/5/1991,8,-8,0,0,44.18,,,,
12/6/1991,11.5,5,0,0,44.18,,,,
12/7/1991,16,-6.5,0,0,44.18,,,,
12/8/1991,19,-0.5,0,0,44.18,,,,
12/9/1991,11.5,8,0.79,0,44.18,,,,
12/10/1991,11,0.5,0,0,44.18,,,,
12/11/1991,16,-4.5,0,0,44.18,,,,
12/12/1991,12.5,-3,0,0,44.18,,,,
12/13/1991,18.5,4,0,0,44.18,,,,
12/14/1991,18.5,10,0,0,44.18,,,,
12/15/1991,5,-1.5,0,0,44.18,,,,
12/16/1991,1,-6.5,0,0,44.18,,,,
12/17/1991,11,-4,0,0,44.18,,,,
12/18/1991,2,0,0,0,44.18,Snow flurries,,,
12/19/1991,1,-9,0,0,44.2,,,,
12/20/1991,11,-14,0,0,44.23,,,,
12/21/1991,9,-3,0,0,44.24,,,,
12/22/1991,12.5,-5,0,0,44.27,,,,
12/23/1991,7.5,-6,0.3,0,44.28,,,,
12/24/1991,5,1,0,0,44.28,,,,
12/25/1991,6,-4,0,0,44.29,,,,
12/26/1991,7.5,-6,0,0,44.29,,,,
12/27/1991,8,-2.5,0,0,44.31,,,,
12/28/1991,4,-8.5,1.32,0,44.31,,,,
12/29/1991,8.5,-2.5,0,0,44.27,,,,
12/30/1991,8,-7,0,0,43.68,,,,
12/31/1991,4,-7,0,0,43.82,,,,
1/1/1992,6.5,-11,0,0,43.92,,,,
1/2/1992,10,-2,0,0,44.01,,,,
1/3/1992,11.5,2,0.15,0,44.02,,,,
1/4/1992,9.5,5,1.04,0,44,,,,
1/5/1992,9,7,0,0,43.78,,,,
1/6/1992,8.5,-5.5,0,0,43.47,,,,
1/7/1992,7,0,0,0,43.69,,,,
1/8/1992,9,-5,0,0,43.8,,,,
1/9/1992,11.5,1,0.09,0,43.85,,,,
1/10/1992,9,-5,0,0,43.91,,,,
1/11/1992,8,0.5,0,0,43.94,,,,
1/12/1992,13,-6,0,0,43.95,,,,
1/13/1992,16,-0.5,0,0,44,,,,
1/14/1992,17,5,0.08,0,44.01,Thunderstorm,,,
1/15/1992,1.5,-6.5,0,0,44.13,,,,
1/16/1992,-3,-10.5,0.01,1,44.18,High winds,,,
1/17/1992,5,-14.5,0,0,44.21,,,,
1/18/1992,2,-4,0,0,44.24,,,,
1/19/1992,1,-13,0,0,44.24,,,,
1/20/1992,8,-13,0,0,44.27,,,,
1/21/1992,16,-9,0,0,,,,,
1/22/1992,8,-5.5,0,0,,,,,
1/23/1992,7,2,0.14,0,,,,,
1/24/1992,4.5,-1,0,0,,Snow flurries,,,
1/25/1992,0.5,-9.5,0.1,2,,,,,
1/26/1992,1.5,-10,0,0,,,,,
1/27/1992,4,-11,0,0,,,,,
1/28/1992,8.5,-6,0,0,,,,,
1/29/1992,10.5,-7,0,0,44.33,,,,
1/30/1992,11.5,-7,0,0,44.34,,,,
1/31/1992,7,0,0,0,44.36,,,,
2/1/1992,3.5,-0.5,0,0,44.4,,,,
2/2/1992,6,-7.5,0,0,44.4,,,,
